hid,pid,pilabour,sex,age,marital,disabled,educlev,lfs,status1,ind1_c,occ1_c,hilabour,nhhmem,hpopwgt
7279,1.0,14323.3603515625,[2]female,48,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14323.3603515625,[1]1 hh member,2238.301513671875
7283,1.0,34468.59375,[2]female,60,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",34468.59375,[1]1 hh member,1231.2520751953125
7285,2.0,18599.31640625,[1]male,42,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",18599.31640625,[3]3 hh members,2662.082763671875
7289,1.0,19074.689453125,[2]female,52,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",19074.689453125,[1]1 hh member,5333.15966796875
7310,1.0,31417.052734375,[1]male,49,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",31417.052734375,[1]1 hh member,998.63134765625
7335,1.0,24394.576904296875,[2]female,50,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",24394.576904296875,[1]1 hh member,4884.67333984375
7343,2.0,26146.83203125,[1]male,57,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26146.83203125,[2]2 hh members,1165.989990234375
7391,1.0,26473.0078125,[2]female,50,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,52946.015625,[3]3 hh members,1054.439697265625
7391,2.0,26473.0078125,[1]male,51,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,52946.015625,[3]3 hh members,1054.439697265625
7444,1.0,22444.892578125,[2]female,53,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[4]junior/middle manager,22444.892578125,[2]2 hh members,1626.2303466796875
7507,1.0,26562.7734375,[2]female,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",62970.3359375,[4]4 hh members,2298.491943359375
7507,2.0,36407.5625,[1]male,53,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,62970.3359375,[4]4 hh members,2298.491943359375
7508,1.0,23913.986328125,[1]male,54,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[4]electricity, gas, steam and air-conditioning supply",[2]office worker,41713.591796875,[4]4 hh members,1892.14404296875
7512,2.0,7909.7177734375,[1]male,47,[210]never married/not in union,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7909.7177734375,[2]2 hh members,2095.779052734375
7513,1.0,11479.794921875,[2]female,57,[223]widowed,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",11479.794921875,[1]1 hh member,1606.8829345703125
7532,1.0,47854.97314453125,[1]male,55,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,91970.91607666016,[3]3 hh members,1647.2232666015625
7532,2.0,44115.942932128906,[2]female,53,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,91970.91607666016,[3]3 hh members,1647.2232666015625
7544,1.0,36806.39453125,[1]male,48,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,141508.09765625,[4]4 hh members,2365.2412109375
7550,2.0,29828.29296875,[2]female,59,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",114594.24047851562,[3]3 hh members,1602.24853515625
7569,1.0,26856.236328125,[1]male,48,[210]never married/not in union,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,26856.236328125,[1]1 hh member,1413.5281982421875
7611,1.0,14215.21484375,[2]female,40,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,32582.654296875,[4]4 hh members,3008.608154296875
7611,2.0,18367.439453125,[1]male,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[6]construction,[2]office worker,32582.654296875,[4]4 hh members,3008.608154296875
7618,3.0,12540.5458984375,[2]female,30,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",36209.4228515625,[3]3 hh members,2570.262451171875
7641,1.0,10400.11328125,[2]female,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",36413.47912597656,[3]3 hh members,5347.76171875
7641,2.0,26013.365844726562,[1]male,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",36413.47912597656,[3]3 hh members,5347.76171875
7663,2.0,22570.435546875,[2]female,58,[210]never married/not in union,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22570.435546875,[2]2 hh members,1083.259033203125
7672,1.0,32023.197265625,[1]male,40,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,40785.9794921875,[4]4 hh members,11198.4462890625
7672,2.0,8762.7822265625,[2]female,40,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,[2]office worker,40785.9794921875,[4]4 hh members,11198.4462890625
7706,1.0,14364.568359375,[1]male,51,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14364.568359375,[2]2 hh members,3387.381103515625
7743,2.0,23086.65234375,[1]male,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",23086.65234375,[2]2 hh members,3256.20263671875
7745,1.0,10649.6240234375,[2]female,41,[210]never married/not in union,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",42598.4951171875,[4]4 hh members,4469.76220703125
7745,2.0,10649.6240234375,[2]female,41,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",42598.4951171875,[4]4 hh members,4469.76220703125
7745,3.0,10649.6240234375,[1]male,44,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",42598.4951171875,[4]4 hh members,4469.76220703125
7746,1.0,16907.982421875,[2]female,57,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",16907.982421875,[1]1 hh member,2480.697265625
7763,1.0,18573.01171875,[2]female,33,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[120]non regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",18573.01171875,[1]1 hh member,7099.7021484375
7808,2.0,15276.87890625,[1]male,54,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[120]non regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26141.466796875,[3]3 hh members,1042.0535888671875
7825,1.0,6752.95849609375,[2]female,32,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",6752.95849609375,[3]3 hh members,3765.4931640625
7885,1.0,22429.53515625,[2]female,50,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",22429.53515625,[1]1 hh member,6702.38330078125
7927,1.0,22988.703125,[1]male,48,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[8]transportation and storage,[2]office worker,22988.703125,[1]1 hh member,6021.630859375
7965,1.0,19837.044921875,[2]female,33,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,33648.306640625,[4]4 hh members,1138.895751953125
7972,2.0,26162.494140625,[2]female,54,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26162.494140625,[2]2 hh members,697.5164184570312
7993,2.0,22165.6796875,[2]female,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",136298.0625,[2]2 hh members,1489.3114013671875
8010,1.0,11023.4248046875,[2]female,38,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,35119.6181640625,[3]3 hh members,10278.1123046875
8010,2.0,24096.193359375,[1]male,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",35119.6181640625,[3]3 hh members,10278.1123046875
8122,2.0,7523.42529296875,[2]female,41,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7523.42529296875,[3]3 hh members,7901.1884765625
8123,1.0,25903.8125,[2]female,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,64651.79296875,[4]4 hh members,6102.85888671875
8123,2.0,38747.98046875,[1]male,60,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,64651.79296875,[4]4 hh members,6102.85888671875
8132,1.0,21728.772064208984,[1]male,53,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,21728.772064208984,[1]1 hh member,850.33447265625
8137,1.0,15285.259765625,[2]female,39,[220]formerly married/in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,[2]office worker,15285.259765625,[1]1 hh member,2212.565673828125
8138,1.0,22771.666015625,[1]male,35,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22771.666015625,[2]2 hh members,7376.0537109375
