hid,pid,sex,relation,inum_x,age,marital,health_c,educlev,status1,ind1_c,occ1_c,basb,bafr1_c,hpopwgt,hhtype,inum_y,saves,y_tilde,groups
149,1,[1]male,[1000]head,1,52,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,17182.767880660194,[210]couple without children,1,0,1,0
150,1,[2]female,[1000]head,1,54,[222]divorced,[1]excellent,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,18194.655599660964,[100]one person household,1,1,1,0
151,1,[2]female,[1000]head,1,58,[223]widowed,[2]good,[311]short-cycle tertiary,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,34140.103579396375,[100]one person household,1,0,1,0
156,1,[1]male,[1000]head,1,50,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,30852.506808374612,[220]couple with children,1,0,1,0
157,1,[1]male,[1000]head,1,65,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,1517.145288785469,[210]couple without children,1,0,1,0
158,1,[2]female,[1000]head,1,35,[221]separated,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,23795.948928267033,[230]one parent with children,1,1,1,0
159,1,[1]male,[1000]head,1,57,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,8510.408066315573,[210]couple without children,1,1,1,0
161,1,[1]male,[1000]head,1,29,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,34764.36495382361,[210]couple without children,1,1,1,0
162,1,[1]male,[1000]head,1,48,[120]in consensual union,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,25881.219803831915,[220]couple with children,1,1,1,0
163,1,[1]male,[1000]head,1,41,[120]in consensual union,[3]fair,[311]short-cycle tertiary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[1]take substantial financial risks expecting to earn substantial returns,14506.903460919855,[210]couple without children,1,0,1,0
164,1,[1]male,[1000]head,1,27,[210]never married/not in union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,23332.481084080006,[100]one person household,1,0,1,0
165,1,[1]male,[1000]head,1,40,[120]in consensual union,[2]good,[311]short-cycle tertiary,[100]dependent employed,[3]manufacturing,"[4]precision production, craft, and repair occupations",[20]saves,[3]take average financial risks expecting to earn average returns,21683.018654031697,[220]couple with children,1,1,1,0
166,1,[1]male,[1000]head,1,49,[120]in consensual union,[2]good,[210]upper secondary,[200]self-employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,9267.885684941451,[210]couple without children,1,1,1,0
167,1,[1]male,[1000]head,1,47,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,28474.999606229987,[210]couple without children,1,1,1,0
168,1,[2]female,[1000]head,1,26,[210]never married/not in union,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,20613.126361580045,[230]one parent with children,1,0,1,0
169,1,[1]male,[1000]head,1,57,[222]divorced,[1]excellent,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,18517.125042611584,[100]one person household,1,1,1,0
170,1,[1]male,[1000]head,1,58,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,11399.797947322731,[210]couple without children,1,1,1,0
171,1,[1]male,[1000]head,1,55,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,1653.513156548335,[210]couple without children,1,1,1,0
172,1,[1]male,[1000]head,1,47,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,8186.409684677229,[220]couple with children,1,1,1,0
177,1,[1]male,[1000]head,1,33,[210]never married/not in union,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,22123.495229684948,[100]one person household,1,1,1,0
178,1,[1]male,[1000]head,1,39,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,15485.60437498701,[220]couple with children,1,0,1,0
179,1,[1]male,[1000]head,1,31,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,22443.56257970698,[210]couple without children,1,0,1,0
180,1,[1]male,[1000]head,1,37,[120]in consensual union,[3]fair,[210]upper secondary,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[4]not willing to take any financial risks,19612.836487588316,[220]couple with children,1,0,1,0
181,1,[1]male,[1000]head,1,65,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,28609.94021379391,[100]one person household,1,0,1,0
182,1,[1]male,[1000]head,1,55,[110]married,[1]excellent,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,4943.572882196629,[220]couple with children,1,1,1,0
